Hour,RegionA|RealTimeInference,RegionA|BatchInference,RegionA|AITraining,RegionB|RealTimeInference,RegionB|BatchInference,RegionB|AITraining,RegionC|RealTimeInference,RegionC|BatchInference,RegionC|AITraining,RegionD|RealTimeInference,RegionD|BatchInference,RegionD|AITraining,RegionE|RealTimeInference,RegionE|BatchInference,RegionE|AITraining,RegionF|RealTimeInference,RegionF|BatchInference,RegionF|AITraining
1785,0,0,2,115,31,5,0,43,7,21,0,6,54,0,0,18,14,0
1786,0,76,1,88,15,6,116,20,4,165,35,0,75,7,0,44,0,0
1787,0,0,9,106,0,6,0,0,2,65,6,0,96,28,0,0,33,0
1788,108,23,15,0,29,1,0,0,6,96,16,0,178,23,0,142,0,0
1789,0,42,3,0,34,4,0,34,3,439,0,0,184,12,2,0,21,0
1790,0,39,0,0,5,0,62,36,3,160,12,0,0,19,2,79,0,0
1791,0,46,4,0,0,8,0,17,17,18,19,0,0,16,0,0,0,0
1792,143,37,7,62,0,9,59,0,15,163,0,0,279,41,0,93,31,0
1793,102,4,8,0,10,7,37,0,3,130,34,5,143,28,0,262,0,0
1794,0,4,7,0,41,6,0,0,9,47,47,0,112,5,0,223,9,0
1795,0,19,10,0,29,8,0,0,18,244,39,7,0,0,0,22,0,0
1796,0,0,10,0,0,14,0,18,16,298,73,0,0,0,0,111,0,0
1797,0,0,26,102,10,27,0,10,7,119,12,0,0,0,0,114,0,0
1798,0,54,18,0,17,32,0,32,10,238,38,0,263,0,10,0,13,0
1799,127,35,15,0,10,4,23,0,7,73,8,4,64,0,0,46,0,0
1800,90,21,13,0,21,9,0,35,3,234,6,0,165,15,0,61,21,0
1801,0,8,2,0,31,19,0,41,9,160,32,0,106,29,0,175,0,1
1802,0,16,7,0,59,8,0,20,7,118,11,0,107,23,4,268,0,0
1803,0,0,0,126,32,5,0,28,0,92,0,0,120,26,4,389,0,0
1804,0,34,9,0,14,23,0,0,2,62,0,0,72,14,0,57,17,5
1805,189,7,17,0,19,6,0,0,0,0,5,0,167,11,0,103,30,0
1806,0,29,6,0,39,1,0,15,11,111,19,0,0,23,0,149,0,0
1807,56,44,13,0,5,0,0,11,4,444,23,0,166,0,0,112,0,5
1808,125,0,15,0,34,5,0,0,2,84,13,5,0,12,0,288,10,0
1809,60,19,12,0,0,3,0,33,5,193,0,6,124,0,0,0,0,0
1810,24,65,13,0,0,3,0,0,0,93,21,0,146,4,0,242,22,6
1811,65,20,21,0,0,4,0,17,14,431,0,0,39,34,0,311,10,0
1812,0,0,38,50,0,15,0,18,14,194,34,0,87,30,0,71,62,7
1813,155,11,11,109,13,8,0,47,9,436,26,0,326,17,0,89,13,0
1814,0,25,18,0,0,10,0,38,19,116,31,2,229,35,0,68,0,4
1815,0,0,16,0,23,22,0,0,7,0,28,0,0,48,0,0,0,0
1816,0,4,15,0,4,0,0,23,4,344,58,2,22,0,1,118,10,0
1817,23,19,16,0,67,17,0,12,10,139,0,6,96,0,0,364,0,0
1818,69,31,18,109,15,10,0,0,0,80,12,0,85,15,0,165,33,0
1819,0,10,5,204,0,6,0,12,2,261,18,0,44,17,0,225,0,0
1820,0,0,18,0,9,5,0,4,12,340,0,0,304,45,0,0,23,0
1821,101,0,4,0,30,19,182,14,9,325,11,0,330,0,0,147,0,0
1822,26,23,9,0,16,5,0,18,11,106,34,6,0,25,0,600,0,0
1823,115,0,5,0,38,34,0,25,0,414,43,0,326,0,7,31,0,0
1824,73,0,18,0,33,6,181,6,8,121,19,0,0,17,0,142,20,0
1825,0,17,10,0,42,4,0,0,15,0,25,0,192,0,0,38,0,0
1826,0,38,13,0,20,10,0,11,6,96,32,0,0,0,0,61,10,0
1827,0,35,6,116,9,24,0,17,0,0,0,0,153,28,0,126,18,0
1828,0,10,7,0,0,2,0,19,7,147,0,0,144,0,0,76,12,0
1829,0,32,0,0,0,25,121,18,0,334,0,0,0,14,4,217,0,7
1830,0,0,12,0,13,3,0,16,7,118,35,0,0,7,0,122,20,0
1831,109,17,6,0,16,3,0,14,0,34,15,0,157,24,0,168,0,0
1832,312,28,15,0,16,1,0,0,5,419,32,0,0,19,0,115,20,11
1833,0,31,11,82,0,1,0,15,3,147,18,6,108,31,1,243,0,0
1834,176,17,0,0,15,9,0,39,7,185,0,0,318,0,0,32,0,0
1835,0,54,7,0,55,3,0,17,11,75,0,0,136,24,0,72,0,0
1836,0,0,8,125,17,3,54,12,10,80,56,0,0,18,0,0,6,0
1837,0,36,11,0,9,6,0,0,0,0,11,0,47,46,0,373,19,0
1838,0,36,7,0,34,7,152,33,0,305,43,0,92,6,0,539,0,0
1839,0,18,12,0,10,14,0,0,5,0,48,0,19,0,0,109,0,6
1840,0,19,9,0,21,1,28,0,10,0,24,7,73,22,3,94,12,0
1841,0,27,32,0,0,6,0,28,7,313,21,0,143,0,0,43,23,0
1842,75,26,2,0,13,4,121,0,8,75,32,0,186,0,4,110,0,0
1843,0,22,1,0,19,8,0,0,6,131,25,0,0,24,0,20,13,0
1844,0,5,20,0,4,3,0,21,6,244,19,0,180,4,0,37,0,6
1845,0,16,11,0,23,5,0,22,6,593,0,0,175,0,0,160,0,0
1846,0,29,2,0,21,0,38,0,7,255,9,1,0,0,0,142,0,0
1847,63,50,5,0,0,12,0,14,2,131,4,5,263,12,0,20,23,0
1848,101,35,5,0,0,2,0,15,5,0,0,0,205,19,0,134,36,1
1849,0,35,16,49,52,5,0,0,5,398,64,0,174,21,0,43,27,0
1850,98,14,3,79,46,1,0,15,12,43,0,0,45,11,0,71,19,0
1851,0,37,25,0,0,11,23,48,16,319,36,2,41,14,0,247,54,0
1852,0,0,7,0,47,4,109,17,0,129,0,0,116,36,0,273,13,0
1853,0,56,9,0,6,2,0,14,6,272,5,0,130,0,0,91,0,0
1854,0,16,14,0,10,4,118,47,21,158,21,0,0,0,0,52,0,0
1855,0,28,0,17,0,14,82,44,11,51,32,0,0,21,0,172,7,0
1856,122,50,9,0,33,9,0,0,13,0,16,0,0,15,0,298,0,0
1857,0,0,10,0,0,15,0,38,16,94,31,0,56,0,6,254,35,0
1858,54,17,5,0,4,8,0,31,3,176,14,4,102,13,6,32,54,0
1859,0,35,3,0,0,20,103,11,5,148,54,1,48,0,0,278,27,0
1860,0,9,13,102,41,3,0,0,3,157,7,6,0,4,0,89,32,0
1861,0,0,20,0,0,18,0,21,7,231,30,0,49,22,0,118,10,0
1862,0,4,9,0,14,3,0,15,6,138,0,0,107,9,0,0,7,0
1863,0,15,9,0,0,12,0,19,21,64,53,0,195,9,0,95,26,0
1864,0,0,3,0,49,2,0,28,0,123,22,0,36,43,0,26,0,0
1865,0,0,7,20,4,10,0,4,6,141,20,0,0,48,0,310,0,0
1866,55,0,16,0,11,7,0,9,0,404,0,3,133,0,3,114,17,0
1867,87,24,2,0,37,1,0,0,7,124,41,0,231,15,2,0,20,0
1868,121,21,6,0,65,8,0,0,8,64,0,0,336,21,0,244,5,0
1869,88,0,12,0,0,6,0,18,16,176,37,0,183,0,1,241,21,3
1870,0,29,14,84,27,8,0,0,6,88,26,0,255,31,0,172,8,0
1871,0,12,0,0,25,5,0,0,1,0,24,0,216,24,5,59,17,0
1872,0,54,12,0,0,0,0,35,2,0,40,0,20,0,0,0,25,0
1873,19,10,10,0,7,0,92,0,3,73,0,0,96,23,0,395,11,0
1874,90,52,7,57,0,6,0,25,0,243,0,0,125,19,7,262,24,3
1875,0,5,5,0,9,5,38,6,9,355,0,0,93,18,0,99,17,0
1876,0,0,5,113,37,3,0,41,3,251,28,0,212,33,0,81,0,0
1877,0,0,15,0,29,10,88,0,1,87,8,0,314,4,3,116,17,0
1878,0,7,18,0,0,9,0,23,11,108,44,0,153,0,0,60,0,2
1879,0,47,0,93,0,6,68,0,12,143,21,3,74,0,0,138,33,0
1880,42,35,3,202,27,0,0,8,15,208,9,2,23,17,0,62,22,0
1881,0,5,13,0,0,16,0,0,4,0,21,0,121,30,0,0,0,0
1882,0,53,5,0,0,0,0,46,12,168,49,0,195,0,0,369,0,0
1883,184,22,3,0,5,1,0,0,0,211,16,0,0,6,0,258,0,0
1884,111,0,14,0,24,0,0,0,3,59,49,0,286,4,0,117,19,0
1885,0,18,6,0,21,1,0,0,13,218,47,0,82,9,1,34,0,0
1886,0,0,17,20,18,6,52,0,17,198,14,0,60,0,0,91,0,0
1887,0,42,11,0,13,3,0,0,7,175,15,0,140,17,0,0,0,0
1888,86,38,9,0,18,11,0,27,6,367,5,1,116,14,0,83,20,0
1889,0,26,0,0,78,14,0,0,8,266,36,0,172,0,0,37,10,0
1890,0,10,4,0,11,0,55,0,14,79,0,0,0,8,10,184,0,0
1891,0,53,27,0,33,6,0,0,6,0,10,0,331,0,0,38,44,0
1892,118,42,11,0,9,17,0,6,6,122,24,0,0,44,5,136,22,0
1893,0,0,6,0,12,3,0,0,3,53,60,0,123,9,0,184,0,0
1894,0,30,0,0,32,10,0,23,7,68,42,0,44,0,0,18,24,2
1895,0,24,6,0,19,9,103,19,11,0,13,0,50,5,0,41,0,0
1896,0,10,6,104,26,8,0,6,6,302,0,0,291,42,3,58,5,0
1897,0,7,8,154,0,14,0,0,15,73,0,0,149,0,0,129,19,3
1898,0,0,0,0,8,7,0,30,12,146,12,0,73,16,0,40,4,0
1899,0,21,15,0,14,0,0,0,1,0,23,0,164,19,0,98,34,0
1900,0,13,15,0,61,7,0,19,0,461,4,3,0,23,0,97,0,0
1901,0,9,14,0,49,15,20,8,12,136,6,0,169,0,0,53,15,0
1902,0,13,6,0,22,0,83,16,11,35,35,0,0,0,0,126,0,6
1903,60,57,14,0,19,9,62,23,9,0,0,4,162,0,4,123,11,5
1904,0,17,9,0,34,6,0,37,10,110,49,0,0,7,0,68,31,0
1905,0,11,11,0,0,7,0,21,13,211,29,0,38,0,0,137,0,0
1906,0,8,9,0,0,9,0,36,8,114,20,7,0,11,0,115,0,0
1907,0,0,12,0,28,7,44,0,5,54,0,0,120,19,0,0,23,7
1908,0,34,12,110,0,1,46,41,0,0,16,0,187,9,0,109,31,0
1909,232,17,3,80,23,10,0,4,8,221,34,0,229,0,0,0,30,0
1910,0,61,16,0,16,9,56,0,12,157,0,0,0,23,6,45,0,0
1911,0,20,10,0,0,2,112,37,13,78,21,0,180,0,0,222,0,0
1912,30,53,15,28,21,11,74,24,10,181,17,0,106,20,0,45,0,0
1913,0,4,1,0,43,18,111,4,7,0,0,7,0,9,0,143,22,0
1914,0,5,6,107,45,4,124,8,4,249,46,0,57,5,0,110,7,0
1915,0,31,11,0,0,3,0,38,6,0,29,0,229,11,5,93,7,0
1916,0,17,11,68,28,0,0,0,12,0,0,7,0,20,0,0,23,0
1917,21,41,9,149,4,1,0,0,14,160,14,0,218,19,0,154,7,0
1918,53,15,0,0,19,17,35,0,6,206,6,0,146,41,4,215,38,0
1919,0,0,16,0,17,2,0,20,0,183,19,0,327,29,0,115,13,0
1920,0,30,17,0,12,2,0,20,19,209,24,0,97,0,0,0,0,0
1921,127,20,11,0,0,15,0,15,3,195,16,0,197,0,0,181,5,0
1922,0,0,12,120,6,13,104,0,9,310,4,0,124,0,0,0,0,0
1923,89,0,10,0,13,6,60,15,7,0,13,0,276,17,10,176,0,0
1924,0,36,10,20,53,1,0,49,8,327,0,0,138,6,0,227,17,1
1925,253,14,0,21,29,20,0,0,5,121,0,0,150,14,0,0,8,5
1926,0,22,0,0,8,12,220,0,14,351,15,0,0,17,0,264,10,0
1927,0,0,11,0,22,10,0,0,0,368,33,0,80,0,0,88,0,0
1928,0,8,21,121,19,1,122,0,21,108,70,0,0,23,4,49,18,0
1929,0,21,9,0,9,0,111,0,10,61,0,0,179,0,0,252,39,0
1930,26,20,10,0,22,11,89,0,10,57,45,0,0,10,2,97,0,0
1931,0,51,0,0,5,7,0,6,7,236,34,0,125,0,0,92,6,0
1932,0,8,17,0,11,6,0,0,19,293,4,0,126,0,0,0,0,0
1933,0,23,8,0,32,0,0,31,6,449,0,0,0,0,0,0,0,0
1934,76,18,13,0,11,19,21,26,11,120,8,0,386,0,0,301,34,7
1935,0,39,17,0,0,13,0,0,9,188,8,0,227,5,0,220,31,0
1936,0,0,8,0,0,0,0,0,5,164,22,0,0,0,0,124,5,0
1937,0,17,3,0,17,6,95,24,0,255,13,0,170,0,0,88,6,0
1938,0,9,2,0,35,0,0,0,6,21,52,0,76,0,5,80,6,0
1939,118,6,8,87,45,14,125,4,0,420,15,0,263,0,0,175,6,0
1940,43,0,22,80,15,7,0,11,8,75,23,0,47,10,0,31,0,0
1941,0,0,24,115,18,10,158,19,6,60,0,0,74,15,0,116,0,1
1942,0,0,13,0,35,5,0,34,5,339,42,0,114,39,0,0,14,0
1943,0,15,8,0,0,18,0,25,20,148,18,0,210,13,6,93,0,0
1944,0,4,16,0,23,19,0,0,16,308,14,0,434,27,0,0,0,0
1945,0,21,10,0,17,0,94,49,15,57,21,0,317,9,0,48,0,0
1946,0,19,7,59,0,14,124,7,13,54,28,0,30,0,0,229,0,7
1947,0,23,10,0,0,2,0,0,0,0,56,3,46,0,0,0,4,0
1948,0,0,5,0,23,10,0,26,21,298,46,0,352,25,0,314,15,0
1949,45,6,28,0,15,9,0,0,14,97,0,0,89,8,0,120,23,0
1950,0,20,12,0,34,19,0,34,1,197,30,0,0,10,0,80,0,0
1951,65,36,3,0,10,10,18,21,0,172,0,0,119,11,0,197,20,0
1952,0,0,14,38,13,9,19,0,7,184,66,1,392,24,0,70,5,0
1953,37,41,18,0,67,5,0,0,4,224,15,7,84,17,7,0,0,0
1954,109,0,11,0,10,5,0,11,11,217,25,0,86,0,0,116,0,0
1955,0,10,0,0,0,0,0,31,7,208,20,7,142,6,0,202,0,0
1956,0,0,10,0,0,3,0,34,16,352,29,0,27,0,0,0,46,0
1957,0,20,12,77,0,3,0,0,0,44,0,0,67,20,0,125,0,6
1958,0,66,10,95,50,15,0,24,15,0,0,2,0,9,0,0,54,0
1959,0,35,0,0,18,5,37,31,8,187,40,4,511,8,0,0,36,0
1960,0,0,0,113,17,20,0,31,0,234,44,5,91,8,0,110,13,0
1961,122,7,27,93,0,13,0,41,2,359,32,1,209,49,0,0,8,0
1962,0,0,4,0,0,0,0,12,11,459,37,0,131,5,0,268,16,0
1963,0,21,3,0,14,0,0,0,7,193,17,0,0,0,6,0,23,0
1964,0,41,5,0,28,3,0,0,0,155,0,7,329,30,2,151,0,0
1965,0,15,7,0,0,2,76,0,14,59,58,0,190,14,6,106,0,0
1966,0,35,9,127,0,8,65,25,7,109,44,0,220,31,0,65,8,0
1967,0,22,9,67,0,0,0,14,9,415,19,0,0,32,7,0,14,0
1968,0,0,0,0,16,6,0,44,3,263,11,0,242,24,0,132,45,0
1969,239,0,5,100,16,6,0,0,3,230,20,0,125,28,0,26,34,0
1970,0,24,11,31,0,3,0,17,6,107,14,5,168,0,0,0,22,0
1971,0,8,10,0,23,16,42,71,3,155,6,7,0,0,0,0,26,0
1972,0,25,6,0,0,9,0,0,0,146,0,0,56,0,0,198,0,0
1973,0,5,11,0,6,4,0,13,0,0,14,0,86,0,0,54,0,2
1974,0,0,6,0,5,0,115,0,5,376,27,0,95,0,0,269,17,0
1975,0,29,15,0,44,0,0,16,5,386,12,1,177,10,0,76,10,0
1976,87,62,7,0,0,6,0,24,15,253,17,0,60,0,0,0,23,6
1977,0,44,7,0,31,2,0,20,15,124,0,0,207,7,0,0,0,0
1978,0,17,8,0,0,5,77,27,1,284,18,0,261,11,0,133,0,0
1979,61,11,0,80,57,10,0,4,15,153,0,0,165,25,0,193,14,0
1980,72,23,2,0,5,8,96,20,3,205,20,0,81,34,0,96,5,0
1981,30,37,8,74,7,5,0,0,15,226,34,0,101,0,1,294,0,2
1982,0,49,8,91,0,7,91,0,14,124,30,0,129,13,8,0,0,0
1983,64,21,7,0,46,9,109,16,4,309,28,0,72,23,0,110,0,0
1984,0,16,8,0,4,12,0,6,11,373,0,0,153,56,0,166,5,0
1985,20,43,6,0,0,0,0,19,3,158,19,0,78,0,0,65,20,0
1986,0,48,9,76,38,10,0,0,14,151,9,0,73,15,0,0,9,0
1987,0,0,5,0,20,0,0,33,3,473,0,7,76,0,0,92,20,0
1988,0,43,13,0,8,10,88,14,0,155,23,18,48,0,0,47,22,0
1989,116,14,5,0,13,15,0,21,0,381,17,0,40,23,0,0,13,0
1990,0,15,23,50,61,7,0,37,6,233,11,4,28,35,0,0,0,4
1991,125,24,5,0,34,4,0,21,6,392,29,0,105,0,0,144,5,0
1992,0,0,0,31,37,6,0,13,13,172,20,0,113,0,0,94,51,0
1993,49,0,17,0,24,3,0,18,0,98,10,1,66,37,0,160,63,0
1994,111,0,12,138,0,12,0,45,0,108,7,0,122,47,0,61,14,0
1995,0,21,0,0,23,2,0,22,21,33,0,1,166,6,0,54,8,0
1996,0,0,17,49,41,6,0,23,5,36,17,0,59,15,0,68,0,0
1997,0,0,23,0,0,11,0,0,7,161,0,0,100,10,6,0,0,0
1998,0,14,4,0,0,23,137,0,7,137,10,0,177,0,3,31,14,7
1999,0,15,3,0,0,6,0,40,14,259,65,0,162,16,0,67,0,2
2000,21,15,5,0,0,3,62,0,24,110,0,6,114,7,5,48,15,0
2001,54,0,0,18,17,3,46,0,7,50,23,0,265,0,1,193,8,0
2002,0,12,25,0,0,5,0,39,7,68,14,0,198,5,0,61,6,0
2003,164,10,3,0,38,11,0,0,1,73,33,0,98,23,0,183,28,6
2004,0,16,6,106,16,4,0,7,0,160,0,0,55,37,0,187,38,0
2005,192,0,10,0,36,3,0,0,0,122,33,0,0,0,0,80,20,0
2006,0,16,3,0,29,7,0,0,8,179,0,0,316,0,5,72,23,0
2007,0,29,9,0,7,7,83,21,0,251,42,5,361,0,6,76,62,0
2008,0,0,3,110,13,26,0,0,1,192,33,0,190,23,0,115,4,0
2009,127,25,11,0,13,7,0,37,5,249,29,0,270,4,0,70,0,0
2010,168,26,8,0,10,9,0,16,19,242,4,0,396,23,0,224,0,0
2011,0,78,6,62,30,0,0,18,17,285,35,0,113,13,0,152,7,0
2012,0,59,5,0,21,0,95,11,8,232,0,1,227,21,0,0,51,0
2013,0,0,23,235,5,0,123,0,34,275,6,0,314,32,0,119,35,4
2014,0,24,0,58,12,9,0,5,0,23,48,0,65,27,0,448,53,0
2015,49,71,7,74,8,3,112,16,0,241,26,5,169,0,8,120,20,0
2016,58,8,6,0,4,6,29,0,4,146,0,0,89,0,0,201,0,0
2017,0,45,7,0,21,5,43,13,4,422,11,0,0,0,4,48,0,0
2018,0,15,6,0,0,13,0,0,0,420,0,0,255,31,0,173,12,0
2019,0,0,0,220,0,1,0,10,3,405,36,0,47,31,0,242,23,0
2020,0,20,8,0,8,11,0,18,1,254,0,0,234,0,0,0,7,0
2021,0,0,4,186,15,5,0,42,11,432,0,0,200,0,10,103,23,0
2022,0,30,6,0,9,1,0,7,4,37,26,0,65,0,0,116,7,0
2023,244,7,9,0,0,8,115,4,4,118,0,7,0,40,2,142,21,0
2024,112,0,10,21,14,7,87,22,11,227,25,0,108,7,0,169,7,1
2025,0,0,21,67,8,1,0,16,6,315,9,0,44,4,7,0,0,0
2026,0,35,4,0,0,13,0,31,3,126,0,0,122,0,0,282,5,4
2027,44,53,5,0,29,11,0,0,0,276,14,5,176,12,0,58,0,0
2028,0,18,0,0,43,1,0,38,4,411,24,0,197,57,0,73,10,4
2029,0,17,6,51,25,6,0,34,9,189,59,0,249,12,0,95,19,0
2030,0,14,4,0,5,10,0,48,6,74,0,0,38,58,5,72,22,0
2031,0,18,7,64,33,16,0,15,8,153,14,1,126,0,0,92,19,0
2032,0,17,10,0,17,17,0,29,9,33,14,0,59,0,0,131,16,5
2033,0,17,5,0,15,12,0,32,12,117,21,5,95,53,0,138,0,0
2034,103,0,13,0,8,14,0,11,6,150,22,1,124,17,0,0,9,0
2035,0,4,11,16,8,30,54,0,16,115,18,0,140,0,6,214,0,0
2036,0,0,8,98,34,1,0,26,4,63,12,0,0,0,0,0,0,0
2037,0,58,6,0,0,9,118,0,4,183,37,0,169,11,0,186,0,0
2038,99,29,9,0,0,15,58,23,0,257,0,0,127,21,0,200,0,0
2039,0,67,3,103,17,0,40,43,15,277,0,0,96,20,0,109,0,0
2040,0,11,2,0,0,5,61,20,13,146,32,0,331,17,0,170,14,0
2041,106,33,9,0,0,5,112,0,5,26,0,0,0,0,0,83,0,0
2042,0,0,0,0,0,0,0,38,6,110,29,2,0,5,0,0,49,2
2043,0,37,9,0,26,11,0,44,1,289,15,0,0,0,0,17,0,0
2044,37,22,4,0,0,8,0,8,15,43,18,0,166,28,0,50,16,0
2045,0,49,7,128,0,1,0,32,6,210,17,0,192,0,0,0,26,0
2046,0,29,32,233,45,12,0,18,10,230,5,0,64,0,0,309,0,0
2047,0,11,15,125,0,6,0,21,6,167,0,8,0,49,3,0,16,0
2048,0,55,4,204,22,0,0,16,0,99,51,0,22,0,0,217,35,6
2049,0,19,26,0,20,7,0,34,2,278,0,0,240,0,0,112,0,0
2050,43,64,16,0,12,17,0,14,15,137,20,0,0,0,7,26,0,0
2051,0,12,1,70,33,7,0,14,7,48,15,0,60,4,0,99,27,0
2052,0,6,15,0,61,6,190,0,9,352,14,0,45,0,0,66,0,0
2053,79,62,8,0,7,14,0,0,1,92,34,0,125,49,3,0,0,0
2054,0,20,28,0,0,0,0,31,12,33,11,0,26,0,4,0,0,0
2055,0,0,16,0,9,4,0,27,1,407,17,0,181,0,0,142,5,0
2056,0,0,8,0,34,23,82,31,6,445,22,0,0,22,4,113,0,2
2057,0,0,23,0,24,6,0,4,12,343,43,0,148,54,7,65,56,0
2058,0,0,7,0,11,4,111,0,18,188,22,1,63,0,0,42,37,0
2059,0,0,7,97,7,13,0,22,7,51,0,0,254,0,9,105,6,0
2060,42,6,9,0,0,11,0,6,3,140,20,0,104,0,0,238,4,0
2061,0,24,10,0,25,4,19,13,1,74,23,1,0,25,3,264,26,0
2062,0,12,7,0,11,1,0,30,5,80,0,5,95,10,6,189,9,0
2063,123,15,20,0,30,13,0,12,0,416,24,0,222,14,0,201,0,0
2064,102,7,0,24,12,6,0,7,12,277,17,0,101,0,0,0,11,1
2065,0,15,8,0,40,4,0,0,0,101,0,0,128,5,0,347,18,6
2066,0,11,10,168,11,4,0,0,25,106,0,0,471,0,0,60,0,0
2067,50,0,3,0,20,4,0,6,10,40,22,0,218,34,5,142,0,7
2068,29,25,13,0,32,0,99,13,3,214,23,0,265,0,5,54,8,5
2069,0,4,1,0,17,8,0,0,20,63,15,1,24,0,0,269,0,0
2070,0,65,10,0,29,10,0,0,0,87,11,0,63,16,0,142,7,0
2071,0,54,7,0,0,15,0,20,7,92,31,0,100,0,0,0,0,0
2072,0,8,19,0,8,6,100,13,2,0,31,0,222,29,0,119,17,0
2073,134,30,0,0,21,4,0,41,4,144,0,3,161,6,0,0,0,0
2074,0,0,11,91,0,11,0,9,6,184,33,0,156,0,0,287,22,4
2075,0,0,8,0,5,0,0,12,11,105,0,0,22,0,0,99,35,0
2076,217,13,9,0,0,11,135,0,13,199,84,0,62,0,0,133,0,0
2077,0,42,9,0,43,21,155,19,11,19,0,2,110,0,3,154,5,0
2078,54,39,14,178,0,7,0,14,0,212,20,0,258,20,0,109,0,0
2079,0,14,14,0,0,27,0,0,16,145,21,0,79,14,0,119,32,0
2080,0,5,17,0,24,1,35,7,23,147,0,0,38,42,0,98,0,0
2081,0,0,11,0,14,15,109,0,4,419,0,0,386,25,12,0,0,0
2082,66,5,10,0,0,6,0,13,9,0,25,0,190,34,0,73,0,0
2083,0,16,19,50,29,1,0,6,1,313,51,0,73,8,0,108,7,0
2084,0,0,12,0,28,13,39,12,6,224,32,0,292,0,0,0,0,0
2085,0,0,5,118,8,6,0,18,3,91,0,0,78,0,0,47,20,0
2086,0,27,4,0,29,7,0,28,5,211,14,0,0,6,1,126,15,0
2087,0,41,5,0,9,6,0,28,10,300,51,0,135,6,5,116,0,0
2088,0,59,6,0,0,3,33,12,13,206,15,0,231,0,0,91,17,0
2089,0,22,18,77,0,6,0,0,7,355,0,0,340,7,0,91,21,0
2090,0,22,17,80,4,1,0,0,11,248,0,0,0,23,0,122,29,3
2091,61,0,12,0,4,8,0,35,9,495,25,0,0,20,0,0,0,0
2092,113,14,6,61,0,8,147,15,5,418,32,3,83,0,2,72,0,10
2093,0,34,5,96,23,13,147,0,6,210,46,0,0,38,0,86,0,2
2094,0,36,14,0,0,15,107,45,18,126,27,0,376,42,7,184,0,0
2095,0,17,8,0,20,14,0,25,12,324,22,0,281,25,5,0,0,0
2096,0,19,4,222,35,4,18,0,6,152,15,0,0,31,0,129,0,0
2097,102,0,11,246,7,14,0,29,3,134,18,0,191,0,0,167,0,0
2098,0,7,13,65,0,7,0,0,0,199,0,0,95,22,2,0,21,0
2099,77,28,3,0,55,8,0,4,17,64,109,0,119,32,0,106,0,0
2100,0,20,12,0,0,5,100,7,0,180,4,0,106,17,6,0,12,0
2101,0,12,0,0,18,7,26,18,4,91,0,0,217,18,0,0,32,0
2102,0,20,18,0,6,10,0,0,21,101,28,5,0,16,0,50,0,0
2103,0,22,14,0,0,7,0,36,4,126,37,0,0,19,4,144,13,0
2104,0,38,7,76,13,4,29,0,12,82,0,0,67,0,0,31,5,0
2105,0,15,14,0,0,0,246,0,7,84,24,0,60,13,0,0,8,6
2106,0,0,6,0,42,0,69,17,0,270,4,0,26,58,0,107,29,0
2107,0,23,0,0,4,12,0,22,0,226,30,6,0,4,0,57,20,0
2108,0,8,6,127,12,6,119,6,11,107,0,2,156,0,3,85,23,0
2109,51,45,8,0,49,1,0,84,7,193,22,0,0,22,5,57,0,0
2110,0,10,5,0,41,10,0,0,11,126,28,0,0,11,0,206,23,4
2111,0,33,15,0,41,0,17,15,8,445,0,0,116,0,0,68,0,2
2112,0,0,14,79,28,6,0,10,6,0,16,0,16,21,0,210,0,0
2113,0,26,17,0,0,0,0,0,3,68,30,0,94,18,0,25,0,0
2114,0,23,7,0,18,7,92,0,5,95,21,0,44,0,0,431,13,0
2115,0,10,8,139,33,4,0,0,0,256,35,0,0,0,0,58,11,0
2116,0,20,0,84,13,6,0,0,6,219,0,0,450,0,0,110,34,0
2117,66,0,22,0,11,9,101,15,0,227,4,0,340,16,0,213,19,0
2118,0,0,5,107,15,10,0,0,3,273,22,0,64,4,0,141,10,0
2119,0,17,1,37,14,6,53,0,9,307,58,0,0,11,0,76,0,0
2120,0,0,24,0,12,11,74,6,5,279,4,0,174,30,0,72,0,0
2121,0,14,8,0,29,3,85,6,6,108,0,4,178,22,0,161,0,0
2122,109,0,5,0,14,6,0,15,9,0,0,0,113,0,5,200,18,6
2123,0,0,10,38,32,2,0,32,12,0,10,7,41,12,0,98,0,1
2124,0,0,8,0,0,4,0,0,2,97,4,0,21,0,1,83,26,0
2125,0,0,15,18,15,0,53,24,1,441,26,0,27,25,0,70,0,0
2126,0,0,4,0,18,7,0,37,3,186,0,0,51,15,0,87,6,6
2127,0,7,18,94,12,4,0,36,10,159,22,0,70,0,0,81,20,0
2128,0,32,22,0,0,10,0,44,24,226,0,0,0,0,0,336,15,8
2129,74,9,12,0,19,18,0,8,6,194,35,0,223,12,6,111,14,0
2130,28,14,9,0,18,1,0,14,12,271,0,0,0,0,6,140,19,0
2131,0,0,17,0,6,0,0,0,0,159,0,0,198,22,1,33,8,0
2132,0,34,2,0,0,9,0,0,0,432,49,0,206,31,7,107,37,5
2133,0,42,19,81,20,3,0,17,6,147,5,0,0,19,4,32,0,2
2134,0,44,13,0,29,0,40,28,16,82,14,0,242,16,5,0,4,0
2135,66,14,30,0,12,9,0,8,5,263,29,1,67,8,0,16,0,0
2136,0,14,11,0,15,1,0,19,0,0,0,0,66,22,0,33,0,0
2137,105,21,9,0,8,16,0,0,7,158,65,4,317,19,7,142,0,0
